timestamp,ip,packet_size,request_rate,label
2024-11-06 22:38:25,192.168.0.229,979,68,DDOS
2024-11-06 22:38:25,192.168.0.135,669,16,Port_Scan
2024-11-06 22:38:26,192.168.0.9,741,20,Port_Scan
2024-11-06 22:38:26,192.168.0.210,1392,26,Port_Scan
2024-11-06 22:38:26,192.168.0.200,598,16,Port_Scan
2024-11-06 22:38:27,192.168.0.157,947,84,Port_Scan
2024-11-06 22:38:27,192.168.0.90,671,84,Normal
2024-11-06 22:38:27,192.168.0.170,1153,36,Normal
2024-11-06 22:38:27,192.168.0.59,751,72,Port_Scan
2024-11-06 22:38:28,192.168.0.44,1212,58,Port_Scan
2024-11-06 22:38:28,192.168.0.109,690,50,Normal
2024-11-06 22:38:28,192.168.0.205,1428,98,DDOS
2024-11-06 22:38:28,192.168.0.240,1172,11,DDOS
2024-11-06 22:38:29,192.168.0.171,1226,20,DDOS
2024-11-06 22:38:29,192.168.0.159,575,31,Normal
2024-11-06 22:38:29,192.168.0.194,517,33,Port_Scan
2024-11-06 22:38:29,192.168.0.103,665,39,Normal
2024-11-06 22:38:30,192.168.0.220,1004,86,DDOS
2024-11-06 22:38:30,192.168.0.18,834,73,Port_Scan
2024-11-06 22:38:30,192.168.0.246,1205,37,DDOS
2024-11-06 22:38:30,192.168.0.115,932,30,Normal
2024-11-06 22:38:31,192.168.0.148,957,78,DDOS
2024-11-06 22:38:31,192.168.0.127,624,80,Port_Scan
2024-11-06 22:38:31,192.168.0.182,543,66,Port_Scan
2024-11-06 22:38:31,192.168.0.244,896,2,Normal
2024-11-06 22:38:32,192.168.0.18,1196,48,Normal
2024-11-06 22:38:32,192.168.0.72,1285,82,Port_Scan
2024-11-06 22:38:32,192.168.0.82,870,73,Port_Scan
2024-11-06 22:38:32,192.168.0.177,1221,19,Port_Scan
2024-11-06 22:38:33,192.168.0.140,793,18,Port_Scan
2024-11-06 22:38:33,192.168.0.87,937,47,Normal
2024-11-06 22:38:33,192.168.0.59,1290,85,DDOS
2024-11-06 22:38:33,192.168.0.49,995,77,Normal
2024-11-06 22:38:34,192.168.0.194,1243,38,Port_Scan
