frame.time_epoch,packet_size,ip.src,ip.dst,request_rate,_ws.col.Protocol,tcp.dstport,udp.dstport,label
1730829731.2461913,980,192.168.0.142,192.168.0.61,83,TCP,38855.0,39980.0,Port_Scan
1730829732.0351684,551,192.168.0.41,192.168.0.247,49,ICMP,19698.0,45690.0,Normal
1730829741.260243,1279,192.168.0.12,192.168.0.132,68,ICMP,33792.0,26087.0,Port_Scan
1730829742.037169,861,192.168.0.176,192.168.0.142,5,UDP,46169.0,54563.0,Normal
1730829751.2662818,1030,192.168.0.93,192.168.0.247,34,TCP,18243.0,23920.0,Port_Scan
1730829752.053234,819,192.168.0.218,192.168.0.208,28,UDP,27236.0,27218.0,DDOS
1730829761.2682354,583,192.168.0.204,192.168.0.7,46,ICMP,55463.0,55359.0,Normal
1730829762.065269,1013,192.168.0.229,192.168.0.114,64,UDP,24946.0,21912.0,Port_Scan
1730829771.2722428,651,192.168.0.115,192.168.0.190,66,TCP,48739.0,52773.0,Port_Scan
1730829772.0812652,1448,192.168.0.196,192.168.0.59,7,ICMP,11627.0,48286.0,DDOS
1730829781.287345,711,192.168.0.15,192.168.0.251,34,ICMP,42170.0,2253.0,Normal
1730829782.0931602,843,192.168.0.47,192.168.0.61,91,UDP,25873.0,30811.0,DDOS
1730829791.294453,1286,192.168.0.228,192.168.0.105,25,UDP,54314.0,56117.0,Port_Scan
1730829792.1025996,630,192.168.0.138,192.168.0.243,29,UDP,8915.0,57302.0,Normal
1730829801.3103778,851,192.168.0.100,192.168.0.239,91,ICMP,13359.0,32656.0,DDOS
1730829802.1093156,971,192.168.0.121,192.168.0.135,18,UDP,25062.0,55874.0,Normal
1730829811.3204775,1493,192.168.0.5,192.168.0.127,87,TCP,10430.0,37439.0,Port_Scan
1730829812.112426,1079,192.168.0.59,192.168.0.84,46,ICMP,50015.0,52510.0,DDOS
1730829821.3255167,1279,192.168.0.159,192.168.0.31,38,TCP,61990.0,37172.0,DDOS
1730829822.1284957,513,192.168.0.143,192.168.0.7,23,TCP,47529.0,660.0,Port_Scan
1730829831.3304577,802,192.168.0.224,192.168.0.155,48,TCP,5115.0,49642.0,DDOS
1730829832.1394002,699,192.168.0.22,192.168.0.11,66,UDP,37842.0,42101.0,DDOS
1730839841.3344522,836,192.168.0.164,192.168.0.61,93,TCP,24962.0,1798.0,Port_Scan
1730839842.1516323,1400,192.168.0.7,192.168.0.152,87,ICMP,24746.0,23858.0,Normal
1730839851.3415575,1074,192.168.0.247,192.168.0.152,79,ICMP,33730.0,36204.0,Normal
1730839852.1695557,1119,192.168.0.191,192.168.0.82,23,TCP,10124.0,51180.0,Normal
1730839861.351838,1402,192.168.0.58,192.168.0.201,57,TCP,16964.0,42330.0,Port_Scan
1730839862.175968,1386,192.168.0.68,192.168.0.12,28,TCP,3973.0,51776.0,Port_Scan
1730839871.359647,639,192.168.0.197,192.168.0.250,31,ICMP,53233.0,31406.0,DDOS
1730839872.1786978,1314,192.168.0.218,192.168.0.222,19,ICMP,18542.0,20991.0,DDOS
1730839881.3687778,1467,192.168.0.35,192.168.0.119,52,UDP,9701.0,50934.0,Port_Scan
1730839882.194518,689,192.168.0.131,192.168.0.249,2,TCP,34260.0,25181.0,Normal
1730839891.3706746,673,192.168.0.234,192.168.0.227,97,TCP,5914.0,32122.0,Normal
1730839892.2097144,874,192.168.0.178,192.168.0.67,15,UDP,47398.0,29596.0,Normal
1730839901.381769,932,192.168.0.65,192.168.0.96,20,TCP,60178.0,41079.0,Normal
1730839902.214645,500,192.168.0.218,192.168.0.144,20,ICMP,29662.0,35433.0,DDOS
1730839911.391017,1190,192.168.0.192,192.168.0.88,2,ICMP,41894.0,20610.0,DDOS
1730839912.2266688,758,192.168.0.146,192.168.0.192,59,ICMP,30829.0,26469.0,DDOS
1730839921.4009297,1094,192.168.0.83,192.168.0.44,16,TCP,48208.0,42290.0,Normal
1730839922.2438886,1362,192.168.0.85,192.168.0.153,31,UDP,10869.0,35266.0,Port_Scan
1730839931.4068704,1249,192.168.0.218,192.168.0.236,80,UDP,19003.0,48142.0,Normal
1730839932.2607987,574,192.168.0.151,192.168.0.25,19,TCP,48958.0,39499.0,Normal
1730849941.4177327,583,192.168.0.175,192.168.0.113,93,TCP,8035.0,12037.0,Port_Scan
1730849942.2776854,697,192.168.0.59,192.168.0.80,15,UDP,40189.0,25542.0,Port_Scan
1730849951.4211757,884,192.168.0.203,192.168.0.239,14,TCP,3400.0,9138.0,Normal
1730849952.2831936,901,192.168.0.216,192.168.0.44,96,ICMP,43266.0,60783.0,Normal
1730849961.4250972,843,192.168.0.69,192.168.0.188,98,UDP,2801.0,4269.0,Normal
1730849962.2937756,847,192.168.0.166,192.168.0.81,55,TCP,32968.0,36568.0,Normal
1730849971.4302173,748,192.168.0.239,192.168.0.13,54,ICMP,24907.0,36292.0,Normal
1730849972.311206,1154,192.168.0.93,192.168.0.125,67,ICMP,52372.0,15405.0,DDOS
1730849981.4368894,527,192.168.0.41,192.168.0.247,69,ICMP,59190.0,58539.0,Port_Scan
1730849982.3167355,1424,192.168.0.26,192.168.0.103,1,UDP,40267.0,13619.0,Normal
1730849991.450868,988,192.168.0.111,192.168.0.93,11,TCP,62940.0,58366.0,Normal
1730849992.3191345,521,192.168.0.227,192.168.0.90,13,ICMP,38623.0,22292.0,Normal
1730840001.4681203,1149,192.168.0.57,192.168.0.67,25,TCP,11901.0,44612.0,Normal
1730840002.324133,651,192.168.0.32,192.168.0.228,87,ICMP,52430.0,32926.0,Port_Scan
1730840011.4776857,515,192.168.0.84,192.168.0.254,57,TCP,25975.0,4111.0,Normal
1730840012.3262105,1146,192.168.0.168,192.168.0.184,86,UDP,4800.0,35849.0,DDOS
1730840021.487464,1449,192.168.0.128,192.168.0.99,34,ICMP,38225.0,41387.0,Port_Scan
1730840022.3341866,890,192.168.0.196,192.168.0.252,23,TCP,17703.0,18324.0,Port_Scan
1730840031.4980192,775,192.168.0.61,192.168.0.73,57,TCP,56756.0,2617.0,Port_Scan
1730850032.3443754,935,192.168.0.243,192.168.0.5,9,TCP,5249.0,38924.0,DDOS
1730850041.5117955,1485,192.168.0.182,192.168.0.135,72,ICMP,42590.0,35127.0,Normal
1730850042.3542593,852,192.168.0.223,192.168.0.254,30,TCP,33234.0,62451.0,Normal
1730850051.523728,921,192.168.0.164,192.168.0.159,8,ICMP,8236.0,30.0,Port_Scan
1730850052.3564117,606,192.168.0.216,192.168.0.52,27,UDP,4854.0,59547.0,DDOS
1730850061.5391212,599,192.168.0.200,192.168.0.146,93,ICMP,11197.0,19813.0,Port_Scan
1730850062.3732536,815,192.168.0.167,192.168.0.178,92,UDP,59606.0,62923.0,Normal
1730850071.5419798,1399,192.168.0.76,192.168.0.46,84,ICMP,38825.0,23107.0,DDOS
1730850072.3838854,907,192.168.0.43,192.168.0.48,24,TCP,56535.0,23103.0,DDOS
1730850081.5562766,1143,192.168.0.155,192.168.0.148,84,TCP,5954.0,42816.0,Port_Scan
1730850082.39075,1402,192.168.0.145,192.168.0.1,3,UDP,11861.0,28416.0,DDOS
1730850091.56882,745,192.168.0.77,192.168.0.182,6,TCP,55490.0,59422.0,DDOS
1730850092.404758,1289,192.168.0.239,192.168.0.216,87,TCP,45156.0,47055.0,Port_Scan
1730850101.57382,796,192.168.0.125,192.168.0.204,32,ICMP,60798.0,64968.0,DDOS
1730850102.4189675,714,192.168.0.232,192.168.0.157,86,ICMP,24559.0,13381.0,Port_Scan
1730850111.5869007,675,192.168.0.218,192.168.0.224,64,UDP,18362.0,26000.0,Normal
1730850112.4287012,943,192.168.0.60,192.168.0.87,50,UDP,28148.0,8978.0,DDOS
1730850121.5905948,1263,192.168.0.193,192.168.0.243,31,ICMP,28526.0,53664.0,Port_Scan
1730850122.4344954,1471,192.168.0.177,192.168.0.63,56,UDP,35581.0,9428.0,DDOS
1730850131.6040397,1091,192.168.0.151,192.168.0.248,97,UDP,45271.0,3462.0,DDOS
1730850132.4520075,882,192.168.0.112,192.168.0.125,35,UDP,22375.0,41488.0,Port_Scan
1730850141.6188376,888,192.168.0.99,192.168.0.218,38,UDP,40836.0,58196.0,Normal
1730850142.4690015,993,192.168.0.62,192.168.0.61,84,TCP,45223.0,46694.0,Port_Scan
1730850151.6271884,1016,192.168.0.37,192.168.0.54,58,UDP,8515.0,52449.0,Port_Scan
1730850152.48535,1129,192.168.0.229,192.168.0.243,73,TCP,31999.0,13328.0,DDOS
1730860161.6404755,872,192.168.0.145,192.168.0.155,98,TCP,19871.0,61814.0,DDOS
1730860162.5044515,675,192.168.0.117,192.168.0.41,72,ICMP,13386.0,8806.0,DDOS
1730860171.651419,1281,192.168.0.3,192.168.0.140,74,ICMP,24998.0,27950.0,DDOS
1730860172.5553813,693,192.168.0.24,192.168.0.183,80,ICMP,35705.0,6685.0,Normal
1730860181.6545012,528,192.168.0.194,192.168.0.205,41,TCP,7767.0,36685.0,DDOS
1730860182.5624225,504,192.168.0.5,192.168.0.225,2,UDP,28490.0,57417.0,Normal
1730860191.6636317,1096,192.168.0.101,192.168.0.82,71,UDP,11851.0,20000.0,DDOS
1730860192.5668275,685,192.168.0.97,192.168.0.110,87,ICMP,30742.0,21179.0,DDOS
1730860201.6784549,772,192.168.0.107,192.168.0.78,63,ICMP,38566.0,21299.0,Normal
1730860202.580783,513,192.168.0.5,192.168.0.205,38,TCP,21637.0,40374.0,DDOS
1730860211.689462,857,192.168.0.134,192.168.0.51,66,ICMP,49122.0,3586.0,Normal
1730860212.5883322,1183,192.168.0.235,192.168.0.156,7,TCP,11422.0,16407.0,Normal
1730860221.6950002,595,192.168.0.121,192.168.0.129,48,TCP,57574.0,9813.0,Port_Scan
1730860222.5967703,1078,192.168.0.191,192.168.0.28,91,TCP,7994.0,22997.0,Normal
1730860231.7018874,761,192.168.0.252,192.168.0.243,29,UDP,60887.0,8398.0,Port_Scan
1730860232.6056051,701,192.168.0.218,192.168.0.252,94,TCP,45475.0,7590.0,Port_Scan
1730860241.7181184,523,192.168.0.213,192.168.0.239,13,TCP,19859.0,27261.0,Normal
1730860242.6138458,545,192.168.0.5,192.168.0.65,97,ICMP,14260.0,55247.0,Normal
1730860251.7279434,1250,192.168.0.244,192.168.0.157,11,TCP,35039.0,29358.0,DDOS
1730870252.6248517,732,192.168.0.85,192.168.0.211,88,ICMP,13874.0,18828.0,Normal
1730870261.7308457,1363,192.168.0.39,192.168.0.140,29,ICMP,46861.0,54121.0,Normal
1730870262.6415665,605,192.168.0.103,192.168.0.6,78,TCP,37312.0,2716.0,Port_Scan
1730870271.745717,614,192.168.0.62,192.168.0.54,24,ICMP,61272.0,64680.0,Normal
1730870272.649275,680,192.168.0.155,192.168.0.252,64,ICMP,46919.0,23600.0,Port_Scan
1730870281.751139,1056,192.168.0.53,192.168.0.91,95,TCP,886.0,39806.0,DDOS
1730870282.6541736,1098,192.168.0.99,192.168.0.185,68,UDP,16435.0,10971.0,Normal
1730870291.7583165,923,192.168.0.1,192.168.0.200,53,UDP,26510.0,23778.0,DDOS
1730870292.6600256,1492,192.168.0.191,192.168.0.233,16,TCP,25223.0,39864.0,Normal
1730870301.766297,1050,192.168.0.132,192.168.0.74,17,ICMP,52719.0,11409.0,DDOS
1730870302.6643648,1362,192.168.0.62,192.168.0.61,97,TCP,8029.0,10041.0,DDOS
1730870311.7821565,797,192.168.0.76,192.168.0.84,6,ICMP,9887.0,50443.0,Port_Scan
1730870312.6752038,569,192.168.0.48,192.168.0.76,82,UDP,30527.0,20490.0,DDOS
1730870321.7871456,1278,192.168.0.91,192.168.0.154,75,ICMP,54421.0,9164.0,Port_Scan
1730870322.6823394,1480,192.168.0.167,192.168.0.196,96,UDP,26717.0,9439.0,DDOS
1730870331.7891724,991,192.168.0.24,192.168.0.72,36,ICMP,24792.0,29426.0,Normal
1730870332.693185,1182,192.168.0.78,192.168.0.43,27,UDP,50879.0,439.0,DDOS
1730870341.7945545,1113,192.168.0.174,192.168.0.99,61,ICMP,43017.0,10388.0,Port_Scan
1730870342.7061849,569,192.168.0.219,192.168.0.181,75,ICMP,27350.0,63824.0,Port_Scan
1730870351.8052242,761,192.168.0.50,192.168.0.250,93,UDP,33865.0,9855.0,DDOS
1730880352.7182252,1383,192.168.0.144,192.168.0.134,35,UDP,36840.0,30318.0,Port_Scan
1730880361.8092368,951,192.168.0.129,192.168.0.110,73,ICMP,50689.0,6580.0,DDOS
1730880362.7342906,764,192.168.0.3,192.168.0.103,96,ICMP,59008.0,12326.0,DDOS
1730880371.814123,679,192.168.0.206,192.168.0.233,3,UDP,34544.0,41407.0,DDOS
1730880372.744316,949,192.168.0.157,192.168.0.111,66,UDP,20489.0,53091.0,Normal
1730880381.81627,752,192.168.0.158,192.168.0.85,53,ICMP,8812.0,64557.0,DDOS
1730880382.754292,773,192.168.0.49,192.168.0.130,81,ICMP,4366.0,19188.0,Port_Scan
1730880391.8224745,1054,192.168.0.187,192.168.0.7,10,ICMP,35901.0,65429.0,Port_Scan
1730880392.7612925,1215,192.168.0.242,192.168.0.148,53,UDP,8245.0,24777.0,Port_Scan
1730880401.835176,916,192.168.0.125,192.168.0.189,4,ICMP,22528.0,34724.0,Normal
1730880402.766176,1035,192.168.0.176,192.168.0.150,85,ICMP,40086.0,15910.0,DDOS
1730880411.8452938,1327,192.168.0.115,192.168.0.247,61,ICMP,23821.0,35052.0,DDOS
1730880412.787124,1394,192.168.0.73,192.168.0.200,40,UDP,57330.0,2882.0,Normal
1730880421.848068,529,192.168.0.124,192.168.0.201,4,ICMP,53212.0,4276.0,DDOS
1730880422.7923992,715,192.168.0.33,192.168.0.48,8,TCP,31590.0,62888.0,DDOS
1730880431.8503392,1035,192.168.0.24,192.168.0.127,42,UDP,61646.0,21380.0,DDOS
1730880432.794419,1469,192.168.0.223,192.168.0.220,69,TCP,11635.0,51947.0,Normal
1730880441.8644152,1110,192.168.0.142,192.168.0.127,51,ICMP,11023.0,24463.0,Port_Scan
1730880442.8077586,770,192.168.0.201,192.168.0.192,15,TCP,14870.0,33801.0,Port_Scan
1730880451.876752,564,192.168.0.141,192.168.0.62,79,ICMP,54876.0,4733.0,Normal
1730890452.819846,779,192.168.0.65,192.168.0.161,66,ICMP,6997.0,55336.0,DDOS
1730890461.882418,906,192.168.0.24,192.168.0.70,59,ICMP,21674.0,11258.0,DDOS
1730890462.826056,532,192.168.0.111,192.168.0.198,6,ICMP,27116.0,39295.0,DDOS
1730890471.8894444,678,192.168.0.170,192.168.0.143,39,UDP,58127.0,47095.0,Port_Scan
1730890472.8334088,1006,192.168.0.147,192.168.0.251,52,ICMP,46745.0,42124.0,Port_Scan
1730890481.8923075,1368,192.168.0.171,192.168.0.85,11,TCP,34383.0,53116.0,DDOS
1730890482.8373892,1396,192.168.0.62,192.168.0.249,6,ICMP,24179.0,6813.0,Normal
1730890491.9025786,1488,192.168.0.92,192.168.0.89,65,UDP,10744.0,29369.0,Port_Scan
1730890492.84332,1116,192.168.0.55,192.168.0.79,67,ICMP,26490.0,56561.0,DDOS
1730890501.9195127,734,192.168.0.153,192.168.0.116,72,UDP,43850.0,36872.0,DDOS
1730890502.8513582,528,192.168.0.172,192.168.0.135,88,ICMP,47636.0,40421.0,DDOS
1730890511.9288487,834,192.168.0.12,192.168.0.25,83,TCP,28278.0,61446.0,DDOS
1730890512.862383,1369,192.168.0.48,192.168.0.232,10,TCP,45084.0,42569.0,DDOS
1730890521.9434245,1426,192.168.0.168,192.168.0.127,98,UDP,55830.0,28765.0,Normal
1730890522.8754537,503,192.168.0.30,192.168.0.142,18,TCP,39446.0,59103.0,Port_Scan
1730890531.9587696,861,192.168.0.215,192.168.0.9,15,TCP,45991.0,7038.0,DDOS
1730890532.8893194,853,192.168.0.154,192.168.0.22,43,TCP,22862.0,26023.0,DDOS
1730890541.9729018,961,192.168.0.218,192.168.0.166,1,UDP,50748.0,1351.0,Normal
1730890542.8957446,686,192.168.0.57,192.168.0.82,51,ICMP,20119.0,9112.0,Normal
1730890551.9866676,1062,192.168.0.85,192.168.0.128,49,ICMP,33013.0,41161.0,Port_Scan
1730890552.9094205,682,192.168.0.77,192.168.0.86,38,ICMP,59138.0,32889.0,Normal
1730890561.9938383,997,192.168.0.226,192.168.0.42,63,ICMP,41380.0,52113.0,DDOS
1730890562.9114978,863,192.168.0.169,192.168.0.160,8,TCP,6859.0,112.0,DDOS
1730900572.0088005,688,192.168.0.201,192.168.0.1,20,UDP,11532.0,34675.0,DDOS
1730900572.9178252,1493,192.168.0.84,192.168.0.16,57,UDP,46603.0,40133.0,Port_Scan
1730900582.0185218,1193,192.168.0.198,192.168.0.42,9,TCP,6307.0,7681.0,Normal
1730900582.929738,1343,192.168.0.249,192.168.0.138,89,ICMP,22165.0,58632.0,DDOS
1730900592.034626,1000,192.168.0.163,192.168.0.100,44,TCP,30499.0,7219.0,DDOS
1730900592.9444,1209,192.168.0.37,192.168.0.75,1,UDP,32878.0,62933.0,Port_Scan
1730900602.0414448,860,192.168.0.100,192.168.0.84,96,TCP,33775.0,7262.0,Port_Scan
1730900602.957158,545,192.168.0.5,192.168.0.173,52,ICMP,34438.0,65291.0,Normal
1730900612.046413,547,192.168.0.79,192.168.0.177,91,UDP,10531.0,31055.0,Port_Scan
1730900612.9701836,1258,192.168.0.115,192.168.0.109,10,UDP,44616.0,4227.0,DDOS
1730900622.061829,1203,192.168.0.254,192.168.0.35,93,ICMP,18836.0,15584.0,Port_Scan
1730900622.975585,689,192.168.0.221,192.168.0.32,60,TCP,31994.0,12605.0,DDOS
1730900632.068682,958,192.168.0.36,192.168.0.251,32,UDP,19758.0,58824.0,Port_Scan
1730900632.9836812,1493,192.168.0.55,192.168.0.199,40,ICMP,46706.0,55085.0,DDOS
1730900642.0847018,951,192.168.0.20,192.168.0.246,63,UDP,5488.0,49366.0,DDOS
1730900642.9897034,1217,192.168.0.158,192.168.0.20,85,UDP,55263.0,9475.0,Normal
1730900652.0964131,950,192.168.0.166,192.168.0.38,88,TCP,17225.0,10453.0,Normal
1730900652.9966714,746,192.168.0.78,192.168.0.76,7,ICMP,40819.0,37313.0,Port_Scan
1730900662.1117122,1261,192.168.0.106,192.168.0.10,29,ICMP,35796.0,56603.0,Port_Scan
1730900663.014714,1152,192.168.0.152,192.168.0.131,57,ICMP,48713.0,34013.0,DDOS
1730900672.1187406,1103,192.168.0.17,192.168.0.236,60,TCP,44781.0,31181.0,DDOS
1730900673.0175283,1200,192.168.0.137,192.168.0.245,27,ICMP,48534.0,9449.0,Port_Scan
1730900682.122748,916,192.168.0.65,192.168.0.4,46,UDP,54300.0,52887.0,Port_Scan
1730900683.035249,1243,192.168.0.199,192.168.0.99,81,UDP,53688.0,35331.0,Port_Scan
1730900692.1294146,1460,192.168.0.176,192.168.0.45,92,ICMP,57385.0,25301.0,Port_Scan
1730900693.051659,764,192.168.0.206,192.168.0.46,62,ICMP,55542.0,29875.0,DDOS
1730900702.14755,823,192.168.0.145,192.168.0.157,15,TCP,33695.0,8992.0,DDOS
1730900703.067133,1292,192.168.0.93,192.168.0.187,24,ICMP,22432.0,11806.0,DDOS
1730900712.1504183,533,192.168.0.207,192.168.0.189,12,ICMP,21197.0,49957.0,DDOS
1730900713.0767243,1058,192.168.0.181,192.168.0.195,37,ICMP,36066.0,51342.0,DDOS
1730900722.160491,625,192.168.0.128,192.168.0.250,74,TCP,61803.0,22345.0,Normal
1730900723.0937538,714,192.168.0.134,192.168.0.125,68,UDP,62289.0,27338.0,DDOS
1730900732.1768036,1432,192.168.0.250,192.168.0.199,29,TCP,30012.0,25336.0,DDOS
1730910733.1088624,1217,192.168.0.114,192.168.0.114,78,TCP,1614.0,1870.0,Port_Scan
1730910742.1879232,1396,192.168.0.249,192.168.0.171,45,UDP,28978.0,4820.0,DDOS
1730910743.117538,1499,192.168.0.55,192.168.0.95,89,UDP,62604.0,28764.0,Normal
1730910752.200946,973,192.168.0.73,192.168.0.29,33,TCP,7840.0,37870.0,Normal
1730910753.1332932,841,192.168.0.195,192.168.0.133,81,UDP,55328.0,16397.0,DDOS
1730910762.2096164,571,192.168.0.161,192.168.0.38,65,UDP,38453.0,19537.0,DDOS
1730910763.1478083,937,192.168.0.237,192.168.0.142,89,UDP,15493.0,40207.0,DDOS
1730910772.219066,600,192.168.0.136,192.168.0.8,96,TCP,34416.0,50736.0,Port_Scan
1730910773.1525729,1226,192.168.0.144,192.168.0.148,22,UDP,10595.0,28843.0,DDOS
1730910782.2267203,977,192.168.0.127,192.168.0.204,58,ICMP,13893.0,32159.0,Normal
1730910783.157528,940,192.168.0.130,192.168.0.48,13,ICMP,39486.0,25768.0,Normal
1730910792.2411976,1264,192.168.0.74,192.168.0.154,39,UDP,15541.0,21772.0,Port_Scan
1730910793.162405,1048,192.168.0.247,192.168.0.48,75,TCP,47370.0,12743.0,DDOS
1730910802.2538052,934,192.168.0.25,192.168.0.11,14,TCP,12141.0,20627.0,Normal
1730910803.1679895,589,192.168.0.190,192.168.0.54,58,UDP,11734.0,47334.0,Port_Scan
1730910812.2598567,1086,192.168.0.157,192.168.0.164,50,TCP,55959.0,8219.0,DDOS
1730910813.1798148,1255,192.168.0.73,192.168.0.27,53,TCP,1392.0,1433.0,Port_Scan
1730910822.2628033,1482,192.168.0.55,192.168.0.99,41,ICMP,8524.0,42379.0,DDOS
1730910823.1899014,788,192.168.0.178,192.168.0.53,34,UDP,40821.0,11983.0,Normal
1730910832.2707722,1305,192.168.0.244,192.168.0.24,22,TCP,23351.0,49936.0,DDOS
1730910833.1920767,1230,192.168.0.88,192.168.0.250,87,UDP,58996.0,54050.0,Port_Scan
1730910842.284177,1446,192.168.0.252,192.168.0.12,86,ICMP,28146.0,18947.0,Normal
1730910843.2008069,725,192.168.0.27,192.168.0.2,90,UDP,44117.0,11574.0,DDOS
1730910852.2984085,675,192.168.0.127,192.168.0.205,43,ICMP,8372.0,752.0,DDOS
1730910853.2056994,849,192.168.0.141,192.168.0.164,50,TCP,1013.0,59577.0,DDOS
1730910862.313148,504,192.168.0.197,192.168.0.240,42,UDP,33887.0,2097.0,Normal
1730910863.2077632,531,192.168.0.238,192.168.0.150,77,TCP,48769.0,4957.0,Port_Scan
1730910872.317424,801,192.168.0.87,192.168.0.184,72,ICMP,3344.0,13590.0,Normal
1730910873.215459,1331,192.168.0.117,192.168.0.94,77,TCP,33742.0,20195.0,Port_Scan
1730920882.3212795,629,192.168.0.143,192.168.0.109,73,UDP,1898.0,53199.0,Normal
1730920883.2333703,553,192.168.0.254,192.168.0.124,30,TCP,30107.0,51878.0,Port_Scan
1730920892.3232622,1102,192.168.0.143,192.168.0.158,44,TCP,8746.0,37755.0,Port_Scan
1730920893.236011,642,192.168.0.106,192.168.0.59,43,ICMP,27237.0,57848.0,DDOS
1730920902.3370016,854,192.168.0.67,192.168.0.68,58,UDP,61930.0,38818.0,DDOS
1730920903.2403808,1395,192.168.0.128,192.168.0.55,63,TCP,31045.0,2325.0,DDOS
1730920912.352213,787,192.168.0.158,192.168.0.133,79,UDP,38670.0,45097.0,DDOS
1730920913.2439806,794,192.168.0.236,192.168.0.128,7,UDP,21916.0,60206.0,Port_Scan
1730920922.359504,1148,192.168.0.11,192.168.0.132,47,ICMP,7988.0,45328.0,DDOS
1730920923.2521126,683,192.168.0.195,192.168.0.62,67,TCP,50203.0,19057.0,Port_Scan
1730920932.3681674,1092,192.168.0.211,192.168.0.102,80,UDP,13934.0,51193.0,Normal
1730920933.2672064,749,192.168.0.11,192.168.0.185,88,TCP,23716.0,52724.0,DDOS
1730920942.3777652,526,192.168.0.228,192.168.0.241,63,TCP,24717.0,34466.0,DDOS
1730920943.2750676,1022,192.168.0.65,192.168.0.191,5,TCP,16158.0,26213.0,Port_Scan
1730920952.3928704,717,192.168.0.126,192.168.0.50,79,TCP,32378.0,17878.0,DDOS
1730920953.2796285,1380,192.168.0.51,192.168.0.29,3,TCP,1846.0,35516.0,Normal
1730920962.397657,841,192.168.0.155,192.168.0.11,46,TCP,59747.0,24629.0,Normal
1730920963.2966206,851,192.168.0.235,192.168.0.195,18,UDP,21406.0,50446.0,Port_Scan
1730920972.41259,1005,192.168.0.206,192.168.0.11,29,ICMP,37900.0,14404.0,DDOS
1730920973.3084686,631,192.168.0.231,192.168.0.45,11,TCP,53890.0,6851.0,DDOS
1730920982.4258258,501,192.168.0.31,192.168.0.31,75,ICMP,51875.0,7092.0,Port_Scan
1730920983.3180804,917,192.168.0.252,192.168.0.8,38,ICMP,12729.0,35083.0,DDOS
1730920992.428521,952,192.168.0.222,192.168.0.104,21,UDP,30153.0,37039.0,DDOS
1730920993.3337374,716,192.168.0.53,192.168.0.6,42,ICMP,39871.0,40889.0,Normal
1730921002.4353669,969,192.168.0.216,192.168.0.6,16,ICMP,7458.0,19081.0,Normal
1730921003.3479197,755,192.168.0.190,192.168.0.54,55,ICMP,41617.0,54139.0,Normal
1730921012.45268,503,192.168.0.193,192.168.0.241,29,ICMP,34765.0,655.0,Port_Scan
